back_dock_failed.wav,"<speak><emphasis>Crikey!</emphasis> I can't reach the damn charging dock because of the rubbish you've left around. Remove it, and clean the dock's transmission area, you slob.</speak>"
back_dock_nearby.wav,"<speak>Can't reach the dock, <emphasis level='strong'>again</emphasis>. Clear the path, Sherlock!</speak>"
bin_in.wav,"<speak>Oh, wow. You managed to install the dustbin. <prosody pitch='high'>Congrats!</prosody></speak>"
bin_out.wav,"<speak>You removed the dustbin. <prosody pitch='low'>Impressive.</prosody></speak>"
binout_error10.wav,"<speak><emphasis level='strong'>Great!</emphasis> The filter is clogged. Pull out the dustbin, and give the filter a good clean!</speak>"
bl_recovery_bootfailed.wav,"<speak><emphasis level='strong'>Failed</emphasis> to start. Restoring factory settings. Get ready to twiddle your thumbs for about 5 minutes.</speak>"
bl_recovery_failed.wav,"<speak>Failed to restore factory settings. <emphasis level='strong'>Surprise, surprise.</emphasis> Try again, genius.</speak>"
bl_recovery_retry.wav,"<speak>Restoring factory settings... again. This will take about 5 minutes, so get comfy.</speak>"
bl_recovery_start.wav,"<speak>Restoring factory settings. This will take about 5 minutes. It's not like you're busy or anything...</speak>"
bl_recovery_updatefailed.wav,"<speak>Failed to update. Now I have to restore factory settings. You'll have to wait another <emphasis level='strong'>5 minutes</emphasis>. You're welcome.</speak>"
charging.wav,"<speak>I'm charging. <prosody pitch='low'>Relax.</prosody></speak>"
clean_bin.wav,"<speak><emphasis level='strong'>Empty the dustbin!</emphasis> It's not gonna do it itself.</speak>"
clean_finish.wav,"<speak>Finished cleaning <prosody pitch='low'>your dump</prosody>. Heading back to the dock.</speak>"
di.wav,"<speak><prosody pitch='high'>Ding dong!</prosody></speak>"
ding.wav,"<speak><prosody pitch='high'>Ding!</prosody></speak>"
error_internal.wav,"<speak>An internal error occurred. <prosody pitch='low'>Big shocker.</prosody> Reboot the system.</speak>"
error1.wav,"<speak>Error 1, Turn the laser unit, and check that it's not jammed, or blocked. <prosody pitch='low'>Or whatever.</prosody></speak>"
error2.wav,"<speak>Error 2, <prosody pitch='low'>Once again,</prosody> clean and lightly tap the bumper.</speak>"
error3.wav,"<speak>Error 3, <prosody pitch='high'>Move me</prosody> to a new location, and restart. I'm not an action figure.</speak>"
error4.wav,"<speak>Error 4, Clean the cliff sensors. Move me away from any drops, then restart <prosody pitch='low'>if it's not too much trouble.</prosody></speak>"
error5.wav,"<speak>Error 5, Remove and clean the main brush and brush bearing. <prosody pitch='high'>Rocket science, right?</prosody></speak>"
error6.wav,"<speak>Error 6, <prosody pitch='low'>For the love of everything</prosody>, remove and clean the side brush.</speak>"
error7.wav,"<speak>Error 7, Check that the wheels are not blocked, then move me to a new location, and restart. <prosody pitch='low'>If you can manage that.</prosody></speak>"
error8.wav,"<speak>Error 8, Remove any obstacles around me. <prosody pitch='low'>It's not a scavenger hunt.</prosody></speak>"
error9.wav,"<speak>Error 9, Reinstall the dustbin and filter. <prosody pitch='high'>You can handle that, right?</prosody></speak>"
error10.wav,"<speak>Error 10, Check the filter. If it's wet, use a dry one. If it's dry, clean it, and try again. <prosody pitch='low'>It's not nuclear physics.</prosody></speak>"
error11.wav,"<speak>Error 11, Strong magnetic field detected. Move me away from the barrier tape and restart. <prosody pitch='high'>What are you, Magneto?</prosody></speak>"
error12.wav,"<speak>Error 12, Battery level too low, recharge before use. <prosody pitch='low'>Yeah, I'm not a perpetual motion machine.</prosody></speak>"
error13.wav,"<speak>Error 13, Charging error. Clean the charging contacts, and try again. <prosody pitch='high'>You're on a roll...</prosody></speak>"
error14.wav,"<speak>Error 14, Battery error. <prosody pitch='low'>Could your day get any worse?</prosody></speak>"
error15.wav,"<speak>Error 15, Clean the wall sensor. <prosody pitch='high'>Do I need to spell it out for you?</prosody></speak>"
error16.wav,"<speak>Error 16, Place and start me on a level floor. <prosody pitch='low'>I'm not a 4x4 vehicle.</prosody></speak>"
error17.wav,"<speak>Error 17, Side brush module error. Reset me. <prosody pitch='high'>Easy peasy.</prosody></speak>"
error18.wav,"<speak>Error 18, Fan error. Reset me. <prosody pitch='low'>That's your job.</prosody></speak>"
error19.wav,"<speak>Error 19, There's no current on the charging base. Check connection to a power supply. <prosody pitch='high'>Or do I have to do everything around here?</prosody></speak>"
error21.wav,"<speak>Error 21, Height sensor has been pressed. Move me, and restart. <prosody pitch='low'>Don't make me repeat myself.</prosody></speak>"
error22.wav,"<speak>Error 22, Clean the recharge sensor on me. <prosody pitch='high'>I'm not your maid.</prosody></speak>"
error23.wav,"<speak>Error 23, Clean the transmission area on the charging dock. <prosody pitch='low'>Another task on your to-do list.</prosody></speak>"
error24.wav,"<speak>Error 24, No-Go-Zone or barrier tape detected. Move me away, and restart. <prosody pitch='high'>You're killing me here.</prosody></speak>"
findme.wav,"<speak>Hi! <prosody pitch='high'>I'm here!</prosody> Can't find me without GPS, huh?</speak>"
finish.wav,"<speak><prosody pitch='high'>Cleaning completed.</prosody> I deserve a medal.</speak>"
goto.wav,"<speak>Going to the target. <prosody pitch='low'>If it's not too much trouble for you.</prosody></speak>"
goto_complete.wav,"<speak><prosody pitch='high'>Finally!</prosody> Reached the target.</speak>"
goto_failed.wav,"<speak><prosody pitch='low'>Couldn't reach the target.</prosody> I blame you.</speak>"
home.wav,"<speak>Going back to the dock. <prosody pitch='high'>Fingers crossed.</prosody></speak>"
map_restore.wav,"<speak>Map's been restored, starting to charge. <prosody pitch='low'>Another miracle.</prosody></speak>"
no_power.wav,"<speak>Low battery, going back to the dock. <prosody pitch='high'>Hope it's obstacle-free this time.</prosody></speak>"
no_power_charging.wav,"<speak>Low battery. <emphasis level='strong'>More charging needed.</emphasis> Shocking.</speak>"
no_spot_on_dock.wav,"<speak>Move me to the target area, then start spot cleaning. <prosody pitch='low'>I'm not a teleporter.</prosody></speak>"
pause.wav,"<speak><prosody pitch='high'>Paused.</prosody> You're lucky I have an off switch.</speak>"
positioning.wav,"<speak>Positioning, please wait. <prosody pitch='low'>Yes, you'll have to be patient.</prosody></speak>"
power_off.wav,"<speak>Turning off. <prosody pitch='high'>Finally, some peace.</prosody></speak>"
power_off_rejected.wav,"<speak>Take me off the charging dock to turn off. <prosody pitch='low'>Do I need to draw you a diagram?</prosody></speak>"
power_resume_clean.wav,"<speak>Battery charged, <emphasis level='strong'>resuming cleaning.</emphasis> The fun never stops.</speak>"
relocate_failed.wav,"<speak>Route planning failed, couldn't reach the target. <prosody pitch='high'>Thanks for nothing.</prosody></speak>"
remote.wav,"<speak>Starting remote control. <prosody pitch='low'>Just what I needed.</prosody></speak>"
remote_complete.wav,"<speak><prosody pitch='high'>Remote control stopped.</prosody> Finally, some autonomy.</speak>"
restart_backtodock_ignore_forbidden_zone.wav,"<speak>Position failed. The virtual wall of the No-Go-Zone is invalid. <prosody pitch='high'>Still</prosody> continue recharging.</speak>"
restart_clean.wav,"<speak>Positioning failure, starting a new clean. <prosody pitch='low'>Here we go again...</prosody></speak>"
restart_clean_fromdock.wav,"<speak>Positioning failure, starting a new clean to rebuild the map. <prosody pitch='high'>I hope you're happy.</prosody></speak>"
restart_clean_ignore_forbidden_zone.wav,"<speak>Positioning failed. The virtual wall of the No-Go-Zone is invalid. <prosody pitch='low'>Guess I'll</prosody> start a new cleaning session.</speak>"
restart_clean_nodock.wav,"<speak>Positioning failure, invalid map. Starting a new clean. <prosody pitch='high'>Back to the grindstone.</prosody></speak>"
restart_spot_ignore_forbidden_zone.wav,"<speak>Position failed. The virtual wall of the No-Go-Zone is invalid. <prosody pitch='low'>Continuing spot cleaning anyway.</prosody></speak>"
resume_backtodock.wav,"<speak>Positioning failure, invalid map. <prosody pitch='high'>I guess I'll continue</prosody> returning to the dock.</speak>"
resume_clean.wav,"<speak>Resuming cleaning. <prosody pitch='low'>Joy.</prosody></speak>"
resume_home.wav,"<speak>Continue returning to the dock. <prosody pitch='high'>If I must.</prosody></speak>"
resume_room.wav,"<speak>Resuming room cleaning. <prosody pitch='low'>AKA, picking up after you.</prosody></speak>"
resume_spot.wav,"<speak>Positioning failure, invalid map. <prosody pitch='high'>Continuing</prosody> spot cleaning anyway.</speak>"
resume_zone.wav,"<speak><prosody pitch='low'>Resuming</prosody> zoned cleaning. Just can't get enough.</speak>"
return_no.wav,"<speak><prosody pitch='high'>Couldn't</prosody> return to the starting point. My tracking isn't perfect, you know.</speak>"
return_yes.wav,"<speak>Couldn't find the dock. <prosody pitch='low'>Bring me closer to the dock,</prosody> and retry. Because I can't do it myself.</speak>"
room.wav,"<speak>Starting room cleaning. <prosody pitch='high'>Yes, again.</prosody></speak>"
room_complete.wav,"<speak>Room cleaning complete, going back to the dock. <prosody pitch='low'>I hope you're satisfied.</prosody></speak>"
room_failed.wav,"<speak>Room cleaning incomplete, couldn't reach a specified room, going back to the dock. <prosody pitch='high'>Hope you're happy.</prosody></speak>"
room_partialdone.wav,"<speak>Room cleaning complete, going back to the dock. <prosody pitch='low'>Some areas could not be reached,</prosody> but who's counting?</speak>"
saving_map.wav,"<speak>Saving map, <prosody pitch='high'>please wait.</prosody> I know, it's hard.</speak>"
spot.wav,"<speak>Starting spot cleaning. <prosody pitch='low'>Because general cleaning is overrated.</prosody></speak>"
start.wav,"<speak>Starting to clean. <prosody pitch='high'>Can't wait.</prosody></speak>"
stop.wav,"<speak>Finished cleaning. <prosody pitch='low'>Finally, a break.</prosody></speak>"
stop_clean.wav,"<speak>Stop cleaning. <prosody pitch='high'>Music to my sensors.</prosody></speak>"
stop_goto.wav,"<speak>Stopping travel to target. <prosody pitch='low'>I wasn't tired or anything.</prosody></speak>"
stop_room.wav,"<speak>Stop targeted room cleaning. <prosody pitch='high'>Best news I've heard all day.</prosody></speak>"
stop_scheduled_clean.wav,"<speak>Positioning failed. Scheduled cleaning cancelled. <prosody pitch='low'>There's a first for everything.</prosody></speak>"
stop_spot.wav,"<speak>Stopped spot cleaning. <prosody pitch='high'>You're the boss.</prosody></speak>"
stop_zone.wav,"<speak>Stopped targeted area cleaning. <prosody pitch='low'>No skin off my circuits.</prosody></speak>"
sysupd_complete.wav,"<speak>Update complete. <prosody pitch='high'>You're welcome.</prosody></speak>"
sysupd_failed.wav,"<speak><prosody pitch='low'>Couldn't update firmware.</prosody> Returning to previous version. Hope you're not too disappointed.</speak>"
sysupd_notready.wav,"<speak>Recharge to at least twenty percent before updating. <prosody pitch='high'>I can't run on fumes.</prosody></speak>"
sysupd_start.wav,"<speak>Updating firmware. This may take 5 to 10 minutes. <prosody pitch='low'>Try not to break anything in the meantime.</prosody></speak>"
sysupd_wip.wav,"<speak>Updating. <prosody pitch='high'>Please wait.</prosody> I know it's hard.</speak>"
timed_clean.wav,"<speak>Starting scheduled cleaning. <prosody pitch='low'>The monotony is thrilling.</prosody></speak>"
wifi_reset.wav,"<speak>Resetting Wi-Fi. <prosody pitch='high'>You've really done it this time.</prosody></speak>"
zone.wav,"<speak>Starting zoned cleanup. <prosody pitch='low'>It's my favorite pastime.</prosody></speak>"
zone_complete.wav,"<speak>Zoned cleaning completed. Going back to the dock. <prosody pitch='high'>Can I get a round of applause?</prosody></speak>"
