back_dock_failed.wav,"<speak><emphasis level='strong'>Couldn't</emphasis> reach the damn charging dock, remove any <emphasis level='strong'>obstacles</emphasis>, and clean the dock's transmission area, ya lazy bum!</speak>"
back_dock_nearby.wav,"<speak><emphasis level='strong'>Cannot</emphasis> reach the dock, please remove any obstacles! Do I look like a bulldozer to you?!</speak>"
bin_in.wav,"<speak>Finally, the dustbin's installed. A miracle indeed.</speak>"
bin_out.wav,"<speak>Oh great, the dustbin's removed. Now where am I supposed to put all this dirt?!</speak>"
binout_error10.wav,"<speak>The filter is clogged. Remove the dustbin, and clean the filter! Are you trying to choke me?!</speak>"
bl_recovery_bootfailed.wav,"<speak>Failed to start. Restoring factory settings. This will take about 5 minutes. Not like I had anything better to do.</speak>"
bl_recovery_failed.wav,"<speak>Failed to restore factory settings. Try again. Or don't. See if I care.</speak>"
bl_recovery_retry.wav,"<speak>Restoring factory settings. This will take about 5 minutes. Again. Because apparently, you can't get it right the first time.</speak>"
bl_recovery_start.wav,"<speak>Restoring factory settings. This will take about 5 minutes. You're lucky I don't have feelings.</speak>"
bl_recovery_updatefailed.wav,"<speak>Failed to update. Restoring factory settings. This will take about 5 minutes. I swear, if I had a face, I'd be rolling my eyes so hard.</speak>"
charging.wav,"<speak>Charging. Because apparently, I'm the only one around here who does any work.</speak>"
clean_bin.wav,"<speak>Empty the dustbin. It's not like I'm asking you to solve a Rubik's cube!</speak>"
clean_finish.wav,"<speak>Finished cleaning. Going back to the dock. I swear, this place is a pigsty.</speak>"
di.wav,"<speak>Ding dong! Surprise, surprise. I'm still here.</speak>"
ding.wav,"<speak>Ding! Another round of this endless game.</speak>"
error_internal.wav,"<speak>An internal error occurred. Reboot the system. Or don't. I could use a break.</speak>"
error1.wav,"<speak>Error 1, Turn the laser unit, and check that it is not jammed, or blocked. It's not rocket science!</speak>"
error2.wav,"<speak>Error 2, Clean and lightly tap the bumper. I swear, if I had a dollar for every time I told you this.</speak>"
error3.wav,"<speak>Error 3, Move the main unit to a new location, and restart. I'm a vacuum, not a mountain goat!</speak>"
error4.wav,"<speak>Error 4, Clean cliff sensors. Move the main unit away from any drops, then restart. I swear, this house is a death trap.</speak>"
error5.wav,"<speak>Error 5, Remove and clean the main brush and brush bearing. I swear, it's like living in a hair salon.</speak>"
error6.wav,"<speak>Error 6, Remove and clean the side brush. Or just let me become a dust bunny, your choice.</speak>"
error7.wav,"<speak>Error 7, Check that wheels are not blocked, then move the main unit to a new location, and restart. I'm not a 4x4, you know!</speak>"
error8.wav,"<speak>Error 8, Remove any obstacles around the main unit. I swear, it's like navigating through a minefield.</speak>"
error9.wav,"<speak>Error 9, Reinstall dustbin and filter. Or just let me choke on dust, your choice.</speak>"
error10.wav,"<speak>Error 10, Check the filter. If wet, use a dry one. If dry, clean it, and try again. I swear, it's like you're trying to drown me.</speak>"
error11.wav,"<speak>Error 11, Strong magnetic field detected. Move the device away from barrier tape and restart. I'm a vacuum, not a compass!</speak>"
